"election_year","state","total_votes","percentage_votes_republican","percentage_votes_democracts","percentage_votes_third","adjusted_percentage_votes_republican","adjusted_percentage_votes_democrats"
1984,"WEST VIRGINIA",735742,0.551121181066189,0.445978345670085,0.0029004732637256,0.552724343245984,0.447275656754016
1984,"WISCONSIN",2211689,0.541931528347792,0.450217006098054,0.00785146555415341,0.546220157096217,0.453779842903783
1984,"WYOMING",188968,0.705098217687651,0.282428771008848,0.0124730113035011,0.714003997620719,0.285996002379281
1988,"ALABAMA",1378476,0.591650489381027,0.398632983091472,0.00971652752750139,0.597455683980889,0.402544316019111
1988,"ALASKA",200116,0.595909372563913,0.362709628415519,0.0413809990205681,0.621633174342534,0.378366825657466
1988,"ARIZONA",1171873,0.599502676484568,0.387438741228785,0.0130585822866471,0.607434915309925,0.392565084690075
1988,"ARKANSAS",827738,0.563678361993771,0.421917321664585,0.0144043163416443,0.571916427131151,0.428083572868849
1988,"CALIFORNIA",9887065,0.511265678945167,0.475594425646033,0.0131398954087993,0.518073105363759,0.481926894636241
1988,"COLORADO",1372394,0.530588883367313,0.452824043241227,0.0165870733914605,0.539538243814972,0.460461756185028
1988,"CONNECTICUT",1443394,0.519775612202905,0.468745193620037,0.0114791941770577,0.52581150456433,0.47418849543567
1988,"DELAWARE",249891,0.558799636641576,0.434777563017476,0.00642280034094865,0.562411895958693,0.437588104041307
1988,"DISTRICT OF COLUMBIA",192877,0.143044530970515,0.826469719043743,0.0304857499857422,0.147542473943432,0.852457526056568
1988,"FLORIDA",4302313,0.60871559089262,0.385072169319155,0.00621223978822554,0.612520716458516,0.387479283541484
1988,"GEORGIA",1809672,0.597528723437175,0.394984284444916,0.00748699211790866,0.602036163447603,0.397963836552396
1988,"HAWAII",354461,0.447510445436875,0.542694400794446,0.00979515376867977,0.451937240198411,0.548062759801589
1988,"IDAHO",408968,0.620784511257604,0.360106414193776,0.0191090745486199,0.63287822850633,0.36712177149367
1988,"ILLINOIS",4559120,0.506882687887136,0.486045552650512,0.00707175946235238,0.510492769963589,0.489507230036411
1988,"INDIANA",2168621,0.598427756625063,0.396861876741026,0.0047103666339116,0.60125991124932,0.39874008875068
1988,"IOWA",1225614,0.44496472788333,0.547119239825916,0.00791603229075386,0.448515188599175,0.551484811400825
1988,"KANSAS",993044,0.557929960807376,0.425596448898538,0.0164735902940857,0.567275017021865,0.432724982978135
1988,"KENTUCKY",1322517,0.55521479118983,0.438835946910323,0.00594926189984703,0.558537678117885,0.441462321882114
1988,"LOUISIANA",1628202,0.54274715299453,0.440645571004089,0.0166072760013807,0.551912923239497,0.448087076760503
1988,"MAINE",555035,0.553354292972515,0.438835388759267,0.00781031826821732,0.557710187034683,0.442289812965317
1988,"MARYLAND",1714358,0.511075866300971,0.481990342740548,0.00693379095848125,0.51464430231117,0.48535569768883
1988,"MASSACHUSETTS",2632801,0.453750587302269,0.532290514930676,0.0139588977670549,0.46017411066813,0.53982588933187
1988,"MICHIGAN",3669163,0.535676937764825,0.456720783459334,0.0076022787758407,0.539780499600551,0.460219500399449
1988,"MINNESOTA",2096790,0.458957263245246,0.529128334263326,0.0119144024914274,0.46449140074756,0.53550859925244
1988,"MISSISSIPPI",931527,0.59889836794854,0.390671445916221,0.0104301861352382,0.605210829551828,0.394789170448172
1988,"MISSOURI",2093228,0.51831573053676,0.478504491627286,0.0031797778359548,0.519969116809772,0.480030883190228
1988,"MONTANA",365674,0.520715172530724,0.46198526556441,0.0172995619048661,0.529881897213843,0.470118102786157
1988,"NEBRASKA",661465,0.601628204062195,0.391910380745769,0.00646141519203586,0.605540854941714,0.394459145058286
1988,"NEVADA",343133,0.600466874360671,0.386841253974406,0.0126918716649229,0.608185891645856,0.391814108354143
1988,"NEW HAMPSHIRE",450525,0.624908717607236,0.36334498640475,0.011746295988014,0.632336327271339,0.367663672728661
1988,"NEW JERSEY",3099553,0.562401094609449,0.425981423773041,0.0116174816175107,0.569011576135352,0.430988423864648
1988,"NEW MEXICO",521387,0.518503530007461,0.468935742548241,0.0125607274442976,0.525099157404854,0.474900842595146
1988,"NEW YORK",6485683,0.437643036207598,0.501949756101246,0.060407207691156,0.465779473608121,0.534220526391879
1988,"NORTH CAROLINA",2134370,0.57968299779326,0.417063114642728,0.00325388756401186,0.5815753786855,0.4184246213145
1988,"NORTH DAKOTA",297261,0.560312318131205,0.429720010361265,0.00996767150753042,0.565953557278677,0.434046442721323
1988,"OHIO",4393585,0.550017582452598,0.441468413607567,0.00851400393983501,0.554740646502507,0.445259353497493
1988,"OKLAHOMA",1171036,0.579287912583388,0.412816514607578,0.00789557280903405,0.583898122724417,0.416101877275583
1988,"OREGON",1201694,0.466113669536504,0.512781123979982,0.0211052064835141,0.47616319202402,0.52383680797598
1988,"PENNSYLVANIA",4536251,0.507045796187204,0.483867405044386,0.0090867987684103,0.511695469953377,0.488304530046623
1988,"RHODE ISLAND",404622,0.439326087063976,0.556378545902101,0.00429536703392302,0.441221294466894,0.558778705533106
1988,"SOUTH CAROLINA",986009,0.615048138505835,0.375811985488976,0.00913987600518859,0.620721455644183,0.379278544355817
1988,"SOUTH DAKOTA",312991,0.528497624532335,0.465061295692208,0.0064410797754568,0.531923788085859,0.468076211914141
1988,"TENNESSEE",1636250,0.578904812834225,0.415458517952636,0.0056366692131398,0.582186405019708,0.417813594980292
1988,"TEXAS",5427410,0.559535579585843,0.433493692203095,0.006970728211062,0.563463329311373,0.436536670688627
1988,"UTAH",647008,0.662189648350561,0.320464352836441,0.0173459988129977,0.673878748319007,0.326121251680993
1988,"VERMONT",243328,0.510960514203051,0.475798099684377,0.0132413861125723,0.517817130767244,0.482182869232756
1988,"VIRGINIA",2191609,0.597351991162657,0.392314048719457,0.010333960117886,0.603589460575824,0.396410539424176
1988,"WASHINGTON",1865253,0.484564292350689,0.500476879007834,0.0149588286414765,0.491922882454142,0.508077117545858
1988,"WEST VIRGINIA",653311,0.474605509474048,0.521981108537894,0.00341338198805776,0.476231068023794,0.523768931976206
1988,"WISCONSIN",2191608,0.477959105825494,0.514140302462849,0.00790059171165646,0.48176533705439,0.51823466294561
1988,"WYOMING",176551,0.605303849879072,0.38013378570498,0.0145623644159478,0.614248764225773,0.385751235774227
1992,"ALABAMA",1688060,0.476454035993981,0.408800635048517,0.114745328957502,0.53821126459903,0.46178873540097
1992,"ALASKA",258506,0.394574980851508,0.30287111324302,0.302553905905472,0.565742620386702,0.434257379613298
1992,"ARIZONA",1486975,0.384731417811328,0.365204525967148,0.250064056221524,0.513019039830119,0.486980960169881
1992,"ARKANSAS",950653,0.3548339930553,0.53207952849252,0.11308647845218,0.400077329338775,0.599922670661225
1992,"CALIFORNIA",11131721,0.326146693759213,0.460065878402809,0.213787427837978,0.414832712306209,0.585167287693791
1992,"COLORADO",1569180,0.358690526262124,0.401280286519074,0.240029187218802,0.47197934477175,0.52802065522825
1992,"CONNECTICUT",1616156,0.357832412217632,0.42218572959541,0.219981858186957,0.458748832925733,0.541251167074267
1992,"DELAWARE",289620,0.353266349009046,0.435239279055314,0.21149437193564,0.448020072952747,0.551979927047253
1992,"DISTRICT OF COLUMBIA",227572,0.0909514351501942,0.84640904856485,0.062639516284956,0.0970293038060727,0.902970696193927
1992,"FLORIDA",5313392,0.409024969360439,0.389901215645298,0.201073814994264,0.51196841089581,0.48803158910419
1992,"GEORGIA",2321133,0.428778531863534,0.434686853359975,0.136534614776491,0.496578715489034,0.503421284510966
1992,"HAWAII",372842,0.366970459336663,0.480927577901631,0.152101962761706,0.432800222691787,0.567199777308213
1992,"IDAHO",482114,0.420325898024119,0.284192120535807,0.295481981440074,0.596614830211566,0.403385169788434
1992,"ILLINOIS",5050157,0.3433746713221,0.485796778199173,0.170828550478728,0.414117817877532,0.585882182122468
1992,"INDIANA",2305871,0.429067801277695,0.36793905643464,0.202993142287665,0.538348945339388,0.461651054660612
1992,"IOWA",1354607,0.372721387088654,0.432858386233055,0.194420226678291,0.462674708864379,0.537325291135621
1992,"KANSAS",1157236,0.388815245982669,0.337384941360276,0.273799812657055,0.535410555876176,0.464589444123824
1992,"KENTUCKY",1492900,0.413408801661196,0.445511420724764,0.14107977761404,0.481312223052339,0.518687776947661
1992,"LOUISIANA",1790017,0.409708958071348,0.455845391412484,0.134445650516168,0.473348621395844,0.526651378604156
1992,"MAINE",679499,0.303906260347697,0.3876679730213,0.308425766631003,0.439441271354517,0.560558728645483
1992,"MARYLAND",1984580,0.356294026947767,0.498126051859839,0.145579921192393,0.417000999607823,0.582999000392177
1992,"MASSACHUSETTS",2773664,0.290243879575897,0.475414109279278,0.234342011144825,0.379077713287984,0.620922286712016
1992,"MICHIGAN",4274673,0.363756479150569,0.437736874843994,0.198506646005437,0.453848403530289,0.546151596469711
1992,"MINNESOTA",2347948,0.31850833153034,0.434846512784781,0.246645155684879,0.422786597755136,0.577213402244864
1992,"MISSISSIPPI",981793,0.496838946702615,0.407680641438674,0.0954804118587116,0.549284894673842,0.450715105326158
1992,"MISSOURI",2391270,0.339216817841565,0.440716857569409,0.220066324589026,0.434930338996864,0.565069661003136
1992,"MONTANA",410583,0.351224965475921,0.376311245229345,0.272463789294735,0.482759428751247,0.517240571248753
1992,"NEBRASKA",737546,0.465975003592996,0.294034541574356,0.239990454832648,0.613117304323316,0.386882695676684
1992,"NEVADA",506318,0.3472679225309,0.373575499982225,0.279156577486876,0.481752224803823,0.518247775196177
1992,"NEW HAMPSHIRE",537215,0.376914270822669,0.389117950913508,0.233967778263824,0.492034486445505,0.507965513554495
1992,"NEW JERSEY",3343594,0.405810334627948,0.429539591230275,0.164650074141777,0.485796816479066,0.514203183520935
1992,"NEW MEXICO",569986,0.373384609446548,0.458988466383385,0.167626924170067,0.448578432302436,0.551421567697564
1992,"NEW YORK",7079432,0.288397430754332,0.47276306912758,0.238839500118089,0.378891745957751,0.621108254042249
1992,"NORTH CAROLINA",2611850,0.434428087371021,0.426533683021613,0.139038229607366,0.504584642791867,0.495415357208133
1992,"NORTH DAKOTA",308133,0.442159716745691,0.321835051747135,0.236005231507174,0.578747047729088,0.421252952270912
1992,"OHIO",4939967,0.383466124368847,0.401812805632102,0.214721069999051,0.488318366530455,0.511681633469545
1992,"OKLAHOMA",1390359,0.426457483283095,0.340247374958554,0.233295141758352,0.556221183026187,0.443778816973813
1992,"OREGON",1462643,0.325272127238157,0.424788550589583,0.249939322172259,0.433661084834072,0.566338915165928
1992,"PENNSYLVANIA",4959810,0.361272105181448,0.451461648732512,0.18726624608604,0.444514705389847,0.555485294610153
